path,hunk,locator,sha256,carrier
.agent/directives/principles.md,6,"@@ -1436,7 +1460,8 @@ if (Object.keys(schema).length === 0) continue;",dbc60b0360183718e26f9cf4303133da117212fa1ec27a1d53bf27eee1b72fdb,C07
.agent/directives/principles.md,7,"@@ -1730,14 +1755,12 @@ Before any major release or phase completion, a **comprehensive documentation sw",d29aceda0eafa31e0ced8b576e44bb85441b4908af3848ab4cdc84f989ad2195,C07
.agent/directives/requirements.md,1,"@@ -21,19 +21,38 @@ If any conflict exists, **this requirements document is the source of truth**.",e5d54f7a4876ae0e351fbf0f83c1199dea264a1566768962ea553c1a44c26848,C07
.agent/directives/requirements.md,2,"@@ -41,15 +60,15 @@ Castr must be strict and complete everywhere, all the time.",6a52260f89a241fec6970f0eda0e77d46293987f08a1bf8587982c55158a80e9,C07
.agent/directives/requirements.md,3,"@@ -105,7 +124,10 @@ The system MUST accept and parse EVERY field from the OpenAPI 3.0.x specificatio",433ebea60caa5c44a8fa5e9309b3850a18d17019af69e70d7934698827a0510c,C07
.agent/directives/requirements.md,4,"@@ -139,7 +161,7 @@ The system MUST accept and parse EVERY field from the OpenAPI 3.0.x specificatio",386842b38ddbcfee35ecab61d07fd9b6a339a8a29732bad281bd77c780e0b88b,C07
.agent/directives/requirements.md,5,"@@ -163,7 +185,8 @@ In addition to 3.0.x syntax (with upgrades), the system MUST support 3.1.x addit",8ade12366cf8a03c662819bbd6ddcb72cecbcaf7dde7f562bb0291d7f94cd29f,C07
.agent/directives/requirements.md,6,"@@ -173,7 +196,7 @@ In addition to 3.0.x syntax (with upgrades), the system MUST support 3.1.x addit",95add2135a5d2b2ec1c6f0b55de802b75f0d37c7922677fefb68d112efcabe64,C07
.agent/directives/requirements.md,7,"@@ -202,7 +225,7 @@ In addition to the 3.0.x and 3.1.x field surfaces above, the system MUST accept",97e6b0b8289b2d5c3a8f33735f5779ce53fba11bae0fa907ed8e1b31cf597ff1,C07
.agent/directives/requirements.md,8,"@@ -218,7 +241,13 @@ In addition to the 3.0.x and 3.1.x field surfaces above, the system MUST accept",6bbd12cd6faa7f8a1566c77bc2fa2c396e5584b3a20352cd568cd8dc92792050,C07
.agent/directives/requirements.md,9,"@@ -232,21 +261,24 @@ In addition to the 3.0.x and 3.1.x field surfaces above, the system MUST accept",6dd74512017da9198a5a23da80b0d459b16f2093ff0214f93619c10ff0aa1397,C07
.agent/directives/requirements.md,10,"@@ -255,43 +287,43 @@ ALL accepted OpenAPI input MUST emerge from the shared preparation boundary as c",18d8da9f2db3458d2a9f5d7ce78e854c3dff41c5fc776066ec38f7543c5bdfa0,C07
.agent/directives/requirements.md,11,"@@ -354,28 +386,37 @@ This keeps behavior strict, predictable, and lossless while still honoring expli",bca9689468793c651f151e1df8b1eb951f37af58589517500e1b8810ab915965,C07
.agent/directives/requirements.md,12,"@@ -384,7 +425,7 @@ This keeps behavior strict, predictable, and lossless while still honoring expli",57936bd2f24fee083cd1d6b5089cdd45195533fa97d9799ef7b9035f8558d27c,C07
.agent/directives/requirements.md,13,"@@ -404,7 +445,7 @@ This keeps behavior strict, predictable, and lossless while still honoring expli",50de323b001815004aae62d253a32a633e328916e505b9455e8b76600ffaf2c7,C07
.agent/directives/requirements.md,14,"@@ -448,10 +489,10 @@ All test fixtures must have documented provenance:",304a237395ac33993009fb0cbb52e5c158579760297be1e6430904793a6a0997,C07
.agent/directives/testing-strategy.md,1,"@@ -395,7 +395,10 @@ These layers define the structured acceptance criteria for the Castr pipeline. E",6d3db2ace15ba0dce821a567bbc11fd9ad250f130cd34f6aa300607baeda5cf1,C07
.agent/memory/active/napkin.md,1,"@@ -2,6 +2,29 @@",961c102d2c7511a57e8a5a1c350dfbb79202f3d1be9b61f8bc8f8a4309816b2c,C09
.agent/memory/active/patterns/README.md,1,"@@ -305,7 +305,7 @@ drifts. Do not edit the region between the sentinels by hand.",caaab0d6d9738988e7e0a4a634f1f0144f7bcb0a91284c431065dc4a6c0b9bb9,C09
.agent/memory/active/patterns/autonomous-background-programme.md,1,"@@ -1,7 +1,7 @@",0862246baa8e05772f9fc940970a0a333b3de66970319f4de4cea8b4587f23a3,C09
.agent/memory/active/patterns/autonomous-background-programme.md,2,"@@ -13,24 +13,30 @@ barrier:",ed8e110a601522a795796c4a93bf4618bd937710e8a76912bb34c634a2f43077,C09
.agent/memory/active/patterns/autonomous-background-programme.md,3,"@@ -57,9 +63,9 @@ not yet exercised by a subsequent firing.",82e604fdb99f33a496cd0ee3aba9956a503fb2b14cc53d7bcf2fd1fa291607b7,C09
.agent/memory/active/patterns/autonomous-background-programme.md,4,"@@ -87,11 +93,11 @@ not yet exercised by a subsequent firing.",07bb93937799e050409ce6d8e43c6b2392aa60f9db23d3a07832e27d7a7571fe,C09
.agent/memory/active/patterns/autonomous-background-programme.md,5,"@@ -121,27 +127,23 @@ not yet exercised by a subsequent firing.",b6cffc2a0a7e706accad2b9a29089397ae07393888e559f24156300bea712fd1,C09
.agent/memory/active/patterns/templates-encode-failure-modes.md,1,"@@ -67,7 +67,7 @@ When sharpening a doctrine, principle, or rule:",fc644ada8cd592637fea4e64277bab04754d4b7f43d641564ba7be60fb93a7c0,C09
.agent/memory/active/patterns/templates-encode-failure-modes.md,2,"@@ -79,7 +79,7 @@ templates and the in-flight plans, not just the directive itself.",2bcd3397ea58bcdfcb76ad4d20836aed28b894e9a8c1775ef595cafdbcec6d6a,C09
.agent/memory/operational/archive/entry-paths-2026-09-06.md,1,"@@ -0,0 +1,1210 @@",9b2013ff8c6a590c04f6b0451a9a9d380216b4c7c3278b351efcbc77b5221966,C09
.agent/memory/operational/archive/plan-estate-2026-09-06.md,1,"@@ -0,0 +1,1654 @@",ad55cfa9941757edc4389ab41e86231620a32cd053c85fb60868476dce16d1f8,C09
.agent/memory/operational/open-questions.md,1,"@@ -27,39 +27,43 @@ owning artefact / discussion home (if any), and a status line.",b99fa8f76b2684f9468476ef3a133d016b74bdcadaa2bb0c6193a6d935697e02,C09
.agent/memory/operational/pending-graduations.md,1,"@@ -59,24 +59,11 @@ Live in `distilled.md` (two entries) + `practice-loop-closure-remediation.md`.",c366b0aa42b9362fce12a7a8e045d8f69048934fe5d9b1894c60b13725aecb3a,C09
.agent/memory/operational/pending-graduations.md,2,"@@ -88,9 +75,18 @@ collision machinery for a shared remote, and the tap-to-answer owner ballot. Can",294c6bc426557917b69526b9fe1efd13140464070723f9257191ec50a73bf50b,C09
.agent/memory/operational/repo-continuity.md,1,"@@ -1,585 +1,90 @@",1eb5d7570f265f1488cb2d9085e80bed9753c0f78e628a4d7e20f1e92425fa24,C09
.agent/memory/operational/threads/consolidation-routine-and-watcher.next-session.md,1,"@@ -6,9 +6,60 @@ record carries only the repo-side state).",56e14a05eb3cd13fd0f02572d54ea9e1fbaed339411099fa337da6b786f66d51,C09
.agent/memory/operational/threads/initial-castr-review.next-session.md,1,"@@ -1,7 +1,8 @@",172ee6a405dfbeba49f295ddd43977b3fc95bea6627f89d1aca47450733534e2,C09
.agent/memory/operational/threads/initial-castr-review.next-session.md,2,"@@ -12,6 +13,38 @@ mandated. Branch: `feat/initial-castr-review`.",5fa239e15a9552cef49d959964be272ad44017fe7012f5a632adab4cad7bb9f9,C09
.agent/memory/operational/threads/plan-estate-refresh.next-session.md,1,"@@ -0,0 +1,36 @@",ab829807e12e885b7522f99c019b16e9fab9ea31f2f454480ebc9d2c363347d7,C09
.agent/memory/operational/threads/practice-transplant.next-session.md,1,"@@ -5,13 +5,11 @@",3df3ae6a41c8fc85f75d365bcd19dff9f5222d0cf98aec41362758429b5e08dc,C09
.agent/memory/operational/threads/practice-transplant.next-session.md,2,"@@ -25,27 +23,74 @@ constraint is now lifted, so the thread is recorded as a multi-lane container.",8f8390c4d7f6f2ef9b5745e6c2596f4d6e05a6711363eaf5353e518dda400114,C09
.agent/memory/operational/threads/proof-programme-review.next-session.md,1,"@@ -1,10 +1,41 @@",cd122389704761a4f5180b1d40d8caf17c8cba3c4fa124d24e64b7c93554ff81,C09
.agent/memory/operational/threads/proof-programme-review.next-session.md,2,"@@ -47,7 +78,7 @@ addendum's ""Second decision card"" section. Main was merged forward",4c0fc3e556aad21192d6302016b0c53025517987dadfb8f68417c3acd1a37f44,C09
.agent/memory/operational/threads/proof-programme-review.next-session.md,3,"@@ -142,3 +173,4 @@ OP-4; the remaining OPs are queue-routable.",fb1e41722815572de4f6e3728eb0b4c822901a26c28539fcda5998dc2cb07c9b,C09
.agent/memory/operational/threads/proof-programme.next-session.md,1,"@@ -1,24 +1,20 @@",aea3a6508a670f9e912dfd5be74f2b702e7705971b5bcdb7b295516bf3dd698a,C09
.agent/memory/operational/threads/proof-programme.next-session.md,2,"@@ -38,37 +34,29 @@ programme's delivery evidence rather than retro-filled here.)",b79813895dcbc5e8fac2439ef64c94913714b9936bd43c2d4b4ad12b30cc4dfe,C09
.agent/plans/active/README.md,1,"@@ -65,7 +65,7 @@ If a conclusion is durable, promote it to permanent docs or ADRs before the plan",5e71cfd6a1dfaa0f04cce7f03f6bd9c6ab410028b91e28e9807908d4cad53696,C09
.agent/plans/active/README.md,2,"@@ -171,8 +171,8 @@ repudiated the parking framing outright on 2026-06-09.)",d959d32ac2b5451cbaccfaa0f219f8bb164fbda8fa3c3e34dd2fbab13aefaeb3,C09
.agent/plans/active/proof-programme-loop-review.md,1,"@@ -1,185 +0,0 @@",22ee86643761b934916eed490d894ea86521ad6efc0aa1401b93cee7a34d8ec9,C09
.agent/plans/current/archive-pii-scrub.md,1,"@@ -1,25 +1,34 @@",c1b4a3adadd2f5faaf22fdbb7bf885a2b47d3d046b6299be703aac660f93e0e7,C09
.agent/plans/current/archive-pii-scrub.md,2,"@@ -28,7 +37,7 @@ pattern set that `policy.json` single-sources (the validator and the write-time",d4a5567cb483fd741920723877f633b614b2e81f26959fe8cbaa056fc0ae8653,C09
.agent/plans/current/archive-pii-scrub.md,3,"@@ -39,18 +48,30 @@ share it — one pattern set, three consumers, no drift):",104926c9f2334ec720f9208b50008ba512445c6f077bd2f4d0b59347dc643680,C09
.agent/plans/current/complete/3.3a-02-eslint-enforcement-redesign.md,1,"@@ -22,7 +22,7 @@ Enable ADR-026 strict enforcement with ABSOLUTE strictness — no grey areas, no",ff9cbfd4f739ed259576d3218cc7a60625846b2279947c707d4fd681a5ebd6d5,C09
.agent/plans/current/complete/3.3a-02-eslint-enforcement-redesign.md,2,"@@ -135,7 +135,7 @@ Invalid (should report):",b5f388f3a1d98b298ef0f2745f04aeb869433c975435c507575831ece8598b24,C09
.agent/plans/current/complete/3.3a-03-zod-parser-semantic-parsing.md,1,"@@ -28,7 +28,7 @@ This is an architectural correctness change, not a style cleanup.",a5de4628941a967d16a11281b48333e7af98f3382599c80ac7bdee17edb1c359,C09
.agent/plans/current/complete/3.3a-03-zod-parser-semantic-parsing.md,2,"@@ -499,5 +499,5 @@ pnpm character && pnpm test:transforms",92e7b0e7fde1ce6d1114746bff22d1bd7f12cf48eb5a5ff6806e9f9856973c90,C09
.agent/plans/current/complete/3.3b-04-format-parity-hostname-float.md,1,"@@ -1,14 +1,19 @@",02c203a7f7bfcc8f68d6c76f10bc2687f4fa84e295be5a7d940bfb7fcaa63a04,C09
.agent/plans/current/complete/anchor-and-dynamic-references.md,1,"@@ -92,5 +92,5 @@ These are **IR Rule 3 violations**: features that exist in JSON Schema 2020-12 (",e7a528de147476050c7d6d34e75d8ab628f6cc7a422291e5666e2957d292f3e7,C09
.agent/plans/current/complete/architecture-review-packs.md,1,"@@ -9,7 +9,7 @@",d1d413f793ad111e53ae8a56e09319ad6b9ac962bed3aea0fb125d769698e92e,C09
.agent/plans/current/complete/architecture-review-packs.md,2,"@@ -33,7 +33,7 @@ This sweep evaluates not only strictness but completeness: a surface is not heal",26c8e0322bd2cd22e101241290f3eb4e7eb5bd82c29097f5c74d8f69ef6ac7ff,C09
.agent/plans/current/complete/architecture-review-packs.md,3,"@@ -47,9 +47,9 @@ Start from the written evidence:",7a15c18a2f58fb6ed5061493db76ac732bb37da007713be5781f061aa1b442c6,C09
.agent/plans/current/complete/architecture-review-packs.md,4,"@@ -88,7 +88,7 @@ Out of scope:",9a7bb71dfbcd2ddf953f07e8f0f95b775a6da9c9cd32ea2ecded4fa580c76d4f,C09
.agent/plans/current/complete/architecture-review-packs.md,5,"@@ -215,7 +215,7 @@ Interpret verdicts as:",227ec66b5f8134ce952ae578745fb52f72b969c6f90484840e0a61cc554496bd,C09
.agent/plans/current/complete/discovery-and-prioritisation.md,1,"@@ -68,7 +68,7 @@ Use `jc-plan` to create a decision-complete plan for the highest-priority candid",f28de72084dc7ffdbc39f6bd6eb1447c06fc174a4feeb67949f5d6cc1b8bc2bd,C09
.agent/plans/current/complete/doctor-rescue-loop-runtime-redesign.md,1,"@@ -4,8 +4,8 @@",86645e9334bb56238ae0c460684ef6139267bb3bea65fac07565b41df6f59431,C09
.agent/plans/current/complete/eperusteet-real-spec-validation.md,1,"@@ -44,4 +44,4 @@ Targeted verification ran green on Thursday, 16 April 2026:",4a527b8d7b472f43c9472fb02e21e6c33d8ad21bf6fb9e284af9ef5e9640e86d,C09
.agent/plans/current/complete/format-specific-drift-remediation.md,1,"@@ -45,37 +45,37 @@ The parser's `FORMAT_MAP`/`ENCODING_MAP` is narrowed to the writer's canonical s",408a5db5b9de25dcfc75ae34aa1d779a1bc51271a3da1191240056c0d784657e,C09
.agent/plans/current/complete/identity-doctrine-alignment.md,1,"@@ -4,7 +4,7 @@",9376c2def6c02f0b583582f147d4d5ea4622ffd616bb172f200fcaf69c3c89da,C09
.agent/plans/current/complete/ir-and-runtime-validator-remediation.md,1,"@@ -4,8 +4,8 @@",7f9603abae57cac8256f3beef099ce8af185a525f369d29961c6ffc535433ccf,C09
.agent/plans/current/complete/ir-and-runtime-validator-remediation.md,2,"@@ -144,7 +144,7 @@ After this slice, the runtime IR boundary will honestly reject any schema shape",a108100afe3d1e7d41a44392c22ec7b30887fb8c31edfbe127cffdfc3228d041,C09
.agent/plans/current/complete/json-schema-parser.md,1,"@@ -3,8 +3,8 @@",01059d9397fdbbb67215463541870787d7a217e71bfc5aad1a0f83851cacc883,C09
.agent/plans/current/complete/json-schema-parser.md,2,"@@ -24,7 +24,7 @@ Remaining open findings (future work tracked elsewhere or intentionally deferred",6d3f4c1f2b090c5a10ad75fb6482c61e11fe74a9cc4c3ce81aca1a67f93a1571,C09
.agent/plans/current/complete/json-schema-parser.md,3,"@@ -32,7 +32,7 @@ This file is now a completed historical remediation-context record. It no longer",ec42943552fe50440cdb35b766abc379226982f4131227f714b2b5df1399ce36,C09
.agent/plans/current/complete/oas-3.2-full-feature-support.md,1,"@@ -164,7 +164,7 @@ Ordered by dependency and increasing complexity:",7905b6018827dbf53a0b79de7132072b900ee269be49c08488fd33454af6c375,C09
.agent/plans/current/complete/oas-3.2-full-feature-support.md,2,"@@ -209,7 +209,7 @@ A deeper code audit already established why the earlier slices had to land first",f3cd664038668615b2c909f4e76c3e95e9a444b82a4b1e1450a0da67d0ea55b8,C09
.agent/plans/current/complete/oas-3.2-full-feature-support.md,3,"@@ -241,7 +241,7 @@ A deeper code audit already established why the earlier slices had to land first",e835da73cc8c43cdebab134c07044cc1fc5651eb257bcbee083cae0c2726c224,C09
.agent/plans/current/complete/oas-3.2-full-feature-support.md,4,"@@ -272,7 +272,7 @@ A deeper code audit already established why the earlier slices had to land first",ea290490b3e2e20b1bc7a2eab0f4b65a64ce98ea372f0b9915a16343cfeef332,C09
.agent/plans/current/complete/oas-3.2-full-feature-support.md,5,"@@ -295,14 +295,14 @@ A deeper code audit already established why the earlier slices had to land first",90982e4085e1e17b969a71d5dddf87c05fe6dca84eede82cf9f27ed68533314d,C09
.agent/plans/current/complete/oas-3.2-full-feature-support.md,6,"@@ -321,7 +321,7 @@ A deeper code audit already established why the earlier slices had to land first",c021c1638363e3323aef1559b1a75e081bda189637c1f463ed66427824cdf3dc,C09
.agent/plans/current/complete/openapi3-ts-dependency-exit.md,1,"@@ -1,6 +1,6 @@",29cc417603512b134ded815ba83375277f95016364de343dd5dd689fbeb23306,C09
.agent/plans/current/complete/pattern-properties-and-property-names.md,1,"@@ -8,7 +8,7 @@",88e330bf0aa237a39ddfb65e4df02f589e964d2b8c83c22939df4c57f7c23215,C09
.agent/plans/current/complete/plan-estate-and-documentation-refresh.md,1,"@@ -0,0 +1,465 @@",28e16676a8aff51d32f50c50bca4ea358d236c3369ed851404c8aa47ef12d933,C09
.agent/plans/current/complete/practice-equality-identity-and-cognition.md,1,"@@ -1,9 +1,9 @@",d151d3b8415daa2766ceb86ed7206db0c84b255d835242ec024ec03eea9885c9,C09
.agent/plans/current/complete/practice-equality-identity-and-cognition.md,2,"@@ -122,9 +122,14 @@ todos:",da300113ccac77fcdfb2706a1e6136b4e9541d3c9290f163b8399977e7afa75c,C09
.agent/plans/current/complete/prefixitems-tuple-and-contains.md,1,"@@ -8,7 +8,7 @@",4ab145ba03dc938bee5c8cc6e39b14aa20c004a4eab9106e737ea1d810ad8611,C09
.agent/plans/current/complete/proof-programme-loop-review.md,1,"@@ -0,0 +1,194 @@",455cd7ce88b81200ecd0258a7d9efc322c5d97e15f6e532d34ee4abcb53fddcc,C09
.agent/plans/current/complete/recursive-unknown-key-semantics-remediation.md,1,"@@ -4,7 +4,7 @@",9201fe1c8596c41ed54e50e53d8a1a49f1ee04df131c6ac8b82b91642fd98c77,C07
.agent/plans/current/complete/recursive-wrapper-remediation.md,1,"@@ -9,10 +9,10 @@",ce1747a447aac9356d656be9d13254868180f904e5f86b50a21ba0ee701061ad,C09
.agent/plans/current/complete/strict-object-semantics-enforcement.md,1,"@@ -7,7 +7,7 @@",5d850427832e6908109addbe46c20e75e2b5dcda6e24c193a1cef5dc7fc10645,C09
.agent/plans/current/complete/type-safety-remediation.md,1,"@@ -107,4 +107,4 @@ Delivered outputs:",0b99664b802d8228ea96dbede1411b55614f0a9fb13fccc1b1ea9ac30bcc55d2,C09
.agent/plans/current/complete/zod-defect-quarantine-remediation.md,1,"@@ -103,7 +103,7 @@ Two parser defects fixed before this session:",6f23f1d0377321e165c6e519481f2aff13800d9a0ef93351913364b38875b7e9,C09
.agent/plans/current/paused/02-ir-fidelity-proof-harness.md,1,"@@ -1,5 +1,11 @@",a097307c5215877d51386ac370d95f82cc0850650c716bd84c2ae22cbb335ab3,C09
.agent/plans/current/paused/02-ir-fidelity-proof-harness.md,2,"@@ -9,9 +15,9 @@",018d983aa9e9d5fa007abb29c171ab80877aa889b62f0f9b0a7bbc9316cef91c,C09
.agent/plans/current/paused/02-ir-fidelity-proof-harness.md,3,"@@ -44,7 +50,7 @@",ffce4c5c4596cbbd1d071d1f59533dffa9a9c4283b78f3f3b3b8de7b497ed0bd,C09
.agent/plans/current/paused/README.md,1,"@@ -1,6 +1,12 @@",631b7dd37e99eaf43163c2fca8ada58c804f22fc851e1acd5e5cd833f6fee0fd,C09
.agent/plans/current/paused/explicit-additional-properties-support.md,1,"@@ -19,8 +19,8 @@",dfd86b06d4d9bed8531ca67fa6fd7a365716bce4b3884336269e33f247c795c0,C09
.agent/plans/current/paused/explicit-additional-properties-support.md,2,"@@ -109,7 +109,7 @@ Chosen. This matches the clarified product intent and the existing IR shape more",b9664632c022df7acc500bbbd817b1f0f691840f9264643c4e7be81a71cec27f,C09
.agent/plans/current/paused/oak-practice-transplant.md,1,"@@ -17,9 +17,7 @@",924d0f26c07976ce115c8b201d0cc61a1aefded4425c1c777383037d579b16d2,C09
.agent/plans/current/paused/oak-practice-transplant.md,2,"@@ -188,7 +186,7 @@ Relevance ledger (`.agent/report/` or `.agent/plans/transplant/relevance-ledger.",424497ca9513076cc75039358c2a6c4d7e876946956064c66e5d7d83de1ac7a4,C09
.agent/plans/current/paused/practice-equality-parity-follow-up.md,1,"@@ -8,14 +8,14 @@ sequence_position: >-",7274bd13272addcca2458e46423888b7f8a5e12011ca3f0b9913cdf36323bc94,C09
.agent/plans/current/paused/practice-equality-parity-follow-up.md,2,"@@ -134,6 +134,12 @@ todos:",f73f3414fea7c6665caa870faeffd8467ed82b05b3a5e2a1f7779048254b6cb0,C09
.agent/plans/current/zod-truth-surface-and-dependency-currency.md,1,"@@ -3,7 +3,7 @@ title: Zod truth surface & dependency currency — two-part plan",6e322f3497e72d86d8303751d2eae8b23c386fae8e5517b4dd2cbee3d1d838fe,C09
.agent/plans/current/zod-truth-surface-and-dependency-currency.md,2,"@@ -62,6 +62,27 @@ that makes the model necessary is ratified in an ADR instead of inherited,",07a0314f7f91c1c923dc1af93f2796c23b23ef042b0eeeda1ab1a846ec902ce1,C09
.agent/plans/current/zod-truth-surface-and-dependency-currency.md,3,"@@ -439,26 +460,17 @@ run-numbered dated outputs committed; the criterion applied with its",258d6ab5c31b31c9dc647624ec80d8b0e8cec83afd7b42a56270ed5173e86aa2,C09
.agent/plans/current/zod-truth-surface-and-dependency-currency.md,4,"@@ -493,12 +505,10 @@ ingesting schemas castr cannot statically analyse.",5ac338a549a972f1d84b1c3665df80a8ddff6ba2d6c9d8e92accf9c1e5e396ca,C09
.agent/plans/delivery-ledger.md,1,"@@ -6,6 +6,84 @@ plan's outcome to reach its beneficiary (per PDR-085, value that has not reached",cdee4f6c0b580135df3fae99ca22630f03087d75fc6666fa80348274d7ea18a6,C01/C02/C09
.agent/plans/future/castr-check-verb.md,1,"@@ -1,5 +1,11 @@",e3178f017ad8f447a6d3262f4dc98a94d0b14561e43e467784d2f98f6a401f51,C09
.agent/plans/future/castr-surface-architecture-and-verb-model.md,1,"@@ -1,5 +1,11 @@",179e9807c49b2ed13317d526451641f404329c40405386ea2c590336003582f2,C09
.agent/plans/future/gemini-antigravity-agentic-platform-support.md,1,"@@ -1,5 +1,11 @@",66af0193ddf2fc051e99f2f9056af5222d723d00c633073a6c0af09b1004f029,C09
.agent/plans/future/oak-adapter-boundary-replacement.md,1,"@@ -1,5 +1,11 @@",512e3ab0dc32c3747dd992d513e6e086006a66d125f357fa10f83e4e6c091d1d,C09
.agent/plans/future/oak-code-first-openapi-generation-replacement.md,1,"@@ -1,5 +1,11 @@",5aed05a5cce60158abb952c381587a87bbdfd8c8ba095af0f156493814462ffc,C09
