path,git_blob_hash,git_mode,tags,discovery_signals,source_paths
.agent/memory/active/patterns/peer-commit-absorption-third-direction.md,95dfe4d8589a71841d9878b4e53e30dc50e43b3d,100644,document-like,document-extension,
.agent/memory/active/patterns/plain-node-built-artifact-proof.md,b172acf95d890877902d63b72bb47a1b40403266,100644,document-like,document-extension,
.agent/memory/active/patterns/plan-as-artefact-gravity.md,99763c15864d5ddf00256890a31d8fcd51de9615,100644,document-like,document-extension,
.agent/memory/active/patterns/platform-config-is-infrastructure.md,03b12ef925db33ce0c6ddbdc234d95e7cccfafc0,100644,document-like,document-extension,
.agent/memory/active/patterns/pnpm-strict-hoisting-type-resolution.md,c0e7a2ba2daff75df3f4b06d1e4f9ef15384b183,100644,document-like,document-extension,
.agent/memory/active/patterns/pr-monitor-to-merge.md,f12f98ded12819850713749227833a87c52d387d,100644,document-like,document-extension,
.agent/memory/active/patterns/pre-implementation-plan-review.md,f0061345ac2f9884ef3e0f39f5589ac2daf0ab28,100644,document-like,document-extension,
.agent/memory/active/patterns/prefer-native-sdk-over-custom-plumbing.md,536fee7f2caa22526f5993fee6880f7f4d6acc15,100644,document-like,document-extension,
.agent/memory/active/patterns/preprocess-for-type-preserving-coercion.md,989021f0287067b74a1729f2f5c0b248e9a74f26,100644,document-like,document-extension,
.agent/memory/active/patterns/production-factories-in-tests-are-ceremony.md,1729c50f8d5c84416f3f505eeb7d665224c7457b,100644,document-like,document-extension,
.agent/memory/active/patterns/prove-the-checker-with-a-negative-control.md,95aa6289be6c200edd555cdd4be2d16b2e100dbb,100644,document-like,document-extension,
.agent/memory/active/patterns/provider-neutral-types-at-boundaries.md,576a2182c337fa9e3ef06cf10bd148ec90053b09,100644,document-like,document-extension,
.agent/memory/active/patterns/pure-leaf-extraction.md,7b0b1095f5692a9f5e5f78ba64b071e228baa4ba,100644,document-like,document-extension,
.agent/memory/active/patterns/rate-limit-upstream-amplification-vectors.md,6c2bf377ad9206da819b52311078927908555289,100644,document-like,document-extension,
.agent/memory/active/patterns/re-derive-session-persistent-state.md,c18db508a07c2db1b9845c32ca0405f6a08418c4,100644,document-like,document-extension,
.agent/memory/active/patterns/re-evaluate-removal-conditions.md,4f43e088b3e7f2ab816ca092045affc6056b5bdc,100644,document-like,document-extension,
.agent/memory/active/patterns/readme-as-index.md,e254e98a5eab999e623f1a27b762307c3ce50fa9,100644,document-like,document-extension,
.agent/memory/active/patterns/reciprocal-cross-agent-reviewer-dispatch.md,fa2c888cb3cc8d045e6b8a9e6d9f2ddc854a520f,100644,document-like,document-extension,
.agent/memory/active/patterns/recital-loses-to-recipe-momentum.md,32e215c0e1336911c358e8db7e8a8856ac2784cb,100644,document-like,document-extension,
.agent/memory/active/patterns/recursion-of-doctrine-under-team-cadence-speed.md,01bff32954dfd705a9ac4329e0b27511a5d1b40f,100644,document-like,document-extension,
.agent/memory/active/patterns/reframing-before-hardening.md,abbef475094c88abda7e233f34b56223748a5fbb,100644,document-like,document-extension,
.agent/memory/active/patterns/repair-workflow-contract-clarity.md,97c9e7545b56b233f65d25025e3a1af09817c1fd,100644,document-like,document-extension,
.agent/memory/active/patterns/review-intentions-not-just-code.md,0000caae0db5a2d2267006673cf75a2b658e1c23,100644,document-like,document-extension,
.agent/memory/active/patterns/reviewer-widening-is-always-wrong.md,c19309dc9534a84ece41dfde5b0f227ce6b032b9,100644,document-like,document-extension,
.agent/memory/active/patterns/route-reviewers-by-abstraction-layer.md,8b81415e06809cd70efacd81ae562cdca774e1de,100644,document-like,document-extension,
.agent/memory/active/patterns/routing-broadcast-needs-paired-claim-action.md,e6acafd3a61b766daa5add5854d56377be054d16,100644,document-like,document-extension,
.agent/memory/active/patterns/satisfies-for-mock-completeness.md,34cb8c89e19a1576b0f56cf55d48164cdd2d4525,100644,document-like,document-extension,
.agent/memory/active/patterns/scope-as-goal.md,dc9d73120833751fddf06d60978a34f9034e102e,100644,document-like,document-extension,
.agent/memory/active/patterns/scoped-gitignore-for-colliding-directory-names.md,cb51e5bc3de38846a1deca27712ae2174eb534c6,100644,document-like,document-extension,
.agent/memory/active/patterns/sdk-owned-retriever-delegation.md,b472b7f084bb4f328cd823d305e5b86851f81b6d,100644,document-like,document-extension,
.agent/memory/active/patterns/shared-strictness-requires-workspace-adoption.md,3727856008b4e21cb35c737d120478405ad676d6,100644,document-like,document-extension,
.agent/memory/active/patterns/source-first-adopt-or-explain.md,84f046c3b072e207bb62d60b175c2d4fece59eeb,100644,document-like,document-extension,
.agent/memory/active/patterns/stage-what-you-commit.md,4d2e6f0a1d7688720ee2f680ed7c221f5ff08bb6,100644,document-like,document-extension,
.agent/memory/active/patterns/static-analysis-registration-with-scaffold.md,160bc04bccecacb6abe49d9d3f5ec508ad44cf75,100644,document-like,document-extension,
.agent/memory/active/patterns/string-codegen-type-safety-gap.md,1cee1438638127cb8e8c03eb58b90b497c9e943b,100644,document-like,document-extension,
.agent/memory/active/patterns/structural-enforcer-recursive-exclusion.md,8ccc644964a9682e46315606983e9f58ca665881,100644,document-like,document-extension,
.agent/memory/active/patterns/structurally-identical-new-function-pre-authoring-drop.md,7062cabd5fca3d0242ffe5b5dfa87930b1293a8c,100644,document-like,document-extension,
.agent/memory/active/patterns/substance-before-fitness.md,7ce2e42884546944a1854512c2ba9816c2ca6bcb,100644,document-like,document-extension,
.agent/memory/active/patterns/substrate-pointer-read-as-current-state.md,eb967a8b7a9978823dc1f8817cf849765d582c48,100644,document-like,document-extension,
.agent/memory/active/patterns/template-literal-derived-union.md,fa5897b8191bf3ffd06aa2c451422c8294b65d15,100644,document-like,document-extension,
.agent/memory/active/patterns/templates-encode-failure-modes.md,e9fc75790d7f8d26c43003b39a2b94ee23ff00eb,100644,document-like,document-extension,
.agent/memory/active/patterns/test-claim-assertion-parity.md,8fb9564ffe07568b9bdf9ceec1367e622f4fe922,100644,document-like,document-extension,
.agent/memory/active/patterns/test-complexity-signals-wrong-level.md,3230dc22f57b4c69928fed672af1d8bcf5c95a41,100644,document-like,document-extension,
.agent/memory/active/patterns/test-coverage-review-lens.md,5708add0bd71d8615dcbb8b74706b871f6e0d90a,100644,document-like,document-extension,
.agent/memory/active/patterns/the-frame-was-the-fix.md,da53574bc1d2032a394969c9b181cd07436fdd54,100644,document-like,document-extension,
.agent/memory/active/patterns/three-levels-of-reference-quality.md,ccd90926a474b448bf4753fc0675fdd668d7083c,100644,document-like,document-extension,
.agent/memory/active/patterns/tool-error-as-question.md,fce41a1f62524bb5b00826feb4d9b99db7a6bcfa,100644,document-like,document-extension,
.agent/memory/active/patterns/tool-output-framing-bias.md,f1532e6364a8bd152b907b9a6bb630b4c8467645,100644,document-like,document-extension,
.agent/memory/active/patterns/transplanted-surface-carries-source-phenotype.md,007735a8b3e1d6812ab90ab292962772b02138e2,100644,document-like,document-extension,
.agent/memory/active/patterns/tsdoc-extension-point-for-future-consumers.md,48760a6761c335ffe6d1f8114ca25068d7a780ec,100644,document-like,document-extension,
.agent/memory/active/patterns/unknown-until-validated.md,0fe26da02243b7ee737739563f3757db24d1b754,100644,document-like,document-extension,
.agent/memory/active/patterns/untracked-wip-whole-tree-lint-blocker.md,34f676df85a6b364b50f2c2b08feb0953594042c,100644,document-like,document-extension,
.agent/memory/active/patterns/validation-error-severity-separation.md,6ce5ebf40dfb8faf22c0244eba6d2ec659591e25,100644,document-like,document-extension,
.agent/memory/active/patterns/vendor-doc-review-for-unknown-unknowns.md,d470feca2f0d9505ffb14f2f510a082570906a01,100644,document-like,document-extension,
.agent/memory/active/patterns/verify-before-propagating.md,c6d3d002e1a5ec1c911df0c8fcc8aa056040685b,100644,document-like,document-extension,
.agent/memory/active/patterns/warning-severity-is-off-severity.md,a18610d0ee77864ef6e973fc29c3edd825f04249,100644,document-like,document-extension,
